"Iteration: Iteration","Lift Coefficient Monitor: Force Coefficient"
341,0.50037041868968801
342,0.48824624867728955
343,0.47878939080391197
344,0.47175624271239924
345,0.46699822352454856
346,0.46373295867845649
347,0.46165694359712828
348,0.46180297123990804
349,0.46298693316377798
350,0.46755298450448723
351,0.47214790286520641
352,0.4821614155994538
353,0.48848898077435127
354,0.50071137369452889
355,0.50909892394905254
356,0.51587032336741157
357,0.52053855255503212
358,0.52333721459326121
359,0.5238418374791417
360,0.52265500435420531
361,0.51927030612958003
362,0.51341321477655388
363,0.50237283825583545
364,0.49481649451770465
365,0.48368878554351369
366,0.47492779372609872
367,0.4695364010259313
368,0.46648092233201743
369,0.46438574740879113
370,0.46439594482286389
371,0.46540128766643496
372,0.46962236535198804
373,0.47407970268207089
374,0.48135276341701766
375,0.49020868711895632
376,0.49957921319616089
377,0.51156040415143544
378,0.51737724685370212
379,0.52065641697552278
380,0.5220682491063513
381,0.52279826295474618
382,0.52102704616909779
383,0.51823151868407025
384,0.51358207048849269
385,0.50414461376526432
386,0.49779835180715787
387,0.48749377322682269
388,0.47962342479443409
389,0.47436304082399811
390,0.47067912166968606
391,0.46880943699265032
392,0.46859893020533061
393,0.46932627678251609
394,0.47275421594944445
395,0.4762971453655489
396,0.48202551221242701
397,0.48959135216261768
398,0.4979940667293456
399,0.50834138670722173
400,0.51405498707875064
401,0.51764122360130127
402,0.51987189359189301
403,0.52059465838935803
404,0.51954822092428232
405,0.51727608453828733
406,0.51258967176059567
407,0.50596560684035508
408,0.49459606003259626
409,0.48777533557446123
410,0.47789222601104547
411,0.47131705693820836
412,0.46773753274486396
413,0.46516620745053627
414,0.46378635648690902
415,0.46402632040713832
416,0.46625409743630097
417,0.46909458203224452
418,0.47599166749886512
419,0.48146460523003892
420,0.48901312008615477
421,0.49732435417320314
422,0.50748544398823259
423,0.51344464010031987
424,0.51661713211150773
425,0.51827757429084764
426,0.51855266791094257
427,0.51655086797032357
428,0.51391939531975506
429,0.50865610742116896
430,0.49872513667659146
431,0.49215091349453177
432,0.48152969060488404
433,0.47455611289170535
434,0.46949353247982023
435,0.4661742745604337
436,0.46420868755072736
437,0.46380599305568049
438,0.46469840679539176
439,0.46849703220589056
440,0.47243908742181778
441,0.48080352321865805
442,0.48701966621801829
443,0.49750542135482129
444,0.50584185541942028
445,0.51275735923235499
446,0.51734763185931676
447,0.52075667166761641
448,0.52217260564942591
449,0.52215457242115759
450,0.51855488310426545
451,0.51469671519437954
452,0.50856868827528612
453,0.49668803240114012
454,0.48776235793701622
455,0.48002813249863552
456,0.47320288921363884
457,0.46820770613994489
458,0.46575790798325933
459,0.46433224459180394
460,0.4644768348982688
461,0.46698118322582399
462,0.47017046628448073
463,0.47780112382220613
464,0.48385460339599284
465,0.49189441223495944
466,0.50369378195514036
467,0.51060336151172803
468,0.5158810921972532
469,0.51934502706431307
470,0.52085471974408781
471,0.52091733829242104
472,0.51826733477262754
473,0.51517797587335423
474,0.50890163164454527
475,0.49823034614982431
476,0.49104855281850207
477,0.47961875159671752
478,0.47252090015618159
479,0.46773066245269007
480,0.46399953434395663
481,0.4624206227013446
482,0.46254315841636456
483,0.46371317322032907
484,0.46652316403720834
485,0.47146709391033936
486,0.48056296479562294
487,0.48707721812541388
488,0.49509261162045315
489,0.50562809869572189
490,0.51179492977788232
491,0.51480133871967748
492,0.5169067678126078
493,0.51707108167030869
494,0.51599015000389348
495,0.51135109824320146
496,0.50697742584340177
497,0.49765007922479609
498,0.49052821069430519
499,0.47994896540505705
500,0.47275951993643994
501,0.4677128364368644
502,0.4642290498180231
503,0.46167601303934436
504,0.46109275338636835
505,0.46176130231877244
506,0.46390052374926499
507,0.46805570778245514
508,0.47396759604798505
509,0.48179286741895871
510,0.49074484112568328
511,0.50207287280768775
512,0.50835949704346239
513,0.51192352547148812
514,0.51482105508606413
515,0.51606652305981093
516,0.51607738393040925
517,0.51307913493860591
518,0.50957131019525892
519,0.50330345052185543
520,0.49214994304463483
521,0.48551497213993933
522,0.47575698201134775
523,0.46927090228578117
524,0.46498858859196007
525,0.46228132445058984
526,0.46110549056528305
527,0.46128900147028878
528,0.46347324551322117
529,0.46639032213939036
530,0.4716580445556478
531,0.47884634794285302
532,0.48688906578017488
533,0.49560913235724169
534,0.50617125770419558
535,0.51165491081282299
536,0.51557364109514248
537,0.51726634355125811
538,0.51779428875367817
539,0.516254105992901
540,0.51340015982148823
541,0.50796705287917765
542,0.49809944278818774
543,0.49110094998271908
544,0.47997135419430559
545,0.47213270483439546
546,0.46772972383662625
547,0.46394454871957669
548,0.46207486519607816
549,0.46171019591668472
550,0.46231408446062006
551,0.46601021114610214
552,0.46975372346734484
553,0.47611649513674553
554,0.48424126052026217
555,0.49256777688297559
556,0.50370520413691167
557,0.51019307989946783
558,0.51369436358147802
559,0.51622446096851704
560,0.51745233920623523
561,0.51745235445537319
562,0.51537946365729836
563,0.51080057254261946
564,0.50165592390570923
565,0.49446736417182929
566,0.48357508349629724
567,0.47524051834192788
568,0.46953551882718036
569,0.46536863330910316
570,0.46283190456809897
571,0.4617777245273979
572,0.46193310563974871
573,0.46370369311421911
574,0.46719938129361999
575,0.47280914363205234
576,0.48004596490550977
577,0.48824029547493308
578,0.49632532360809634
579,0.50718580189793316
580,0.51203433021635525
581,0.51488485074481427
582,0.51654963867674974
583,0.51719993689310917
584,0.51535995037642368
585,0.51224609312502434
586,0.50659285593326009
587,0.49582198976868636
588,0.48921651090588064
589,0.47899470422411589
590,0.47194885177045215
591,0.46747507367819957
592,0.4644786165512042
593,0.46285606983392791
594,0.46268020594065873
595,0.46373030764446405
596,0.46799146722580998
597,0.47179736089667523
598,0.4783103626325928
599,0.48623957389165029
600,0.49455854873328664
601,0.50556036254007297
602,0.51097109854804001
603,0.51561608815288862
604,0.51805636073586714
605,0.5188557758192105
606,0.51814135873601985
607,0.51603714729394123
608,0.51106578870850672
609,0.50134811851974537
610,0.4946279446535965
611,0.48337583089048292
612,0.4760071732396669
613,0.47125398486909309
614,0.46738759935943847
615,0.4645098640268549
616,0.4638452298577308
617,0.46432001462603356
618,0.46740852740104694
619,0.47079922662922236
620,0.47653550934247657
621,0.48390326330326799
622,0.49220990770549172
623,0.50308922628267916
624,0.50976868034199097
625,0.51420040302659908
626,0.51799602310054649
627,0.51995604155302277
628,0.52090706104619278
629,0.51992045736181025
630,0.51631955263700369
631,0.50776629840083665
632,0.50100846765761664
633,0.49242298170517845
634,0.48003407115367552
635,0.47340482118394889
636,0.46950796534235162
637,0.46710520176373588
638,0.46577184764269425
639,0.46622675997173463
640,0.4669323254092656
641,0.47077682327156528
642,0.47434014194006202
643,0.48070283891940402
644,0.48811464576423941
645,0.49671790852568731
646,0.50691437629493241
647,0.51255655905520192
648,0.51653813837377749
649,0.51910245714694014
650,0.52043773019682504
651,0.51925756488450037
652,0.51701733243541659
653,0.51228183273271366
654,0.50215137357824502
655,0.49538826742096742
656,0.4870578765907434
657,0.4759928329627634
658,0.47035470043838179
659,0.46739364579530324
660,0.46563390953736045
661,0.46494096588000405
662,0.46588984862023075
663,0.46762808816841855
664,0.47140310911594702
665,0.477754945458361
666,0.48469854483766184
667,0.49297011645520422
668,0.50428433597440936
669,0.51024929326837443
670,0.51455063363699494
671,0.51812870482187656
672,0.51978262420970434
673,0.52046164904904957
674,0.5184860277956046
675,0.51555179236016935
676,0.50756698334310768
677,0.50116864080840129
678,0.49236349336380042
679,0.48144330047762462
680,0.47492218220617677
681,0.47095767254299914
682,0.46829124759021401
683,0.46686330518834118
684,0.4666068235503385
685,0.46817263288903632
686,0.47083188613070548
687,0.47539992807962406
688,0.48191975034400691
689,0.48999208520781024
690,0.49844641155873842
691,0.50894854564784719
692,0.51452477235411564
693,0.51805435345199913
694,0.52025957385657151
695,0.52111884630015859
696,0.52062815437551591
697,0.5183350258307784
698,0.51357662263134207
699,0.50372097054219223
700,0.49685884572047317
701,0.4886170686327056
702,0.47730268312998414
703,0.47187559946313429
704,0.46853880937234443
705,0.46621078114900294
706,0.4657937363221189
707,0.46631564320101715
708,0.469213835415698
709,0.47206863875750132
710,0.47727850028386537
711,0.48456816038927841
712,0.49275802397495683
713,0.50281087615657138
714,0.50958897875635223
715,0.51405153703990258
716,0.51750408226979527
717,0.51995428904246166
718,0.52064894604700018
719,0.51890211512107276
720,0.51576995028727401
721,0.5100682438248485
722,0.49964617803977968
723,0.49271446843218641
724,0.48258395263787196
725,0.47560122055127357
726,0.47147243520947091
727,0.46839941499380572
728,0.46677716132674424
729,0.46632589301305089
730,0.46711720039724419
731,0.46924160249272912
732,0.47337996461869186
733,0.48008038328661501
734,0.48778296368680357
735,0.49633498687038097
736,0.50691903465704824
737,0.51236787870590661
738,0.51600846818269541
739,0.51857493940722144
740,0.51987767688750053
741,0.51967986974325775
742,0.51786626927740242
743,0.51322831567384664
744,0.50394441957013225
745,0.49714617600288225
746,0.48584155531019413
747,0.47793765036260677
748,0.47274973616089438
749,0.46853106182342208
750,0.46596711407899122
751,0.46456893841442165
752,0.46498019856432954
753,0.46639572674893653
754,0.46968346700500674
755,0.47483501698725888
756,0.48192890846724035
757,0.48976854773238199
758,0.50128982990862414
759,0.5079596439032259
760,0.51322560300429521
761,0.51694457780135261
762,0.51904344671895442
763,0.51962348447808837
764,0.51838491183567659
765,0.51571560659103488
766,0.50867772310892201
767,0.50273487934931127
768,0.49150113390629419
769,0.48304086776802008
770,0.47671308216932923
771,0.47208437249318574
772,0.4686976472481994
773,0.46597000218892592
774,0.46536872352843889
775,0.46611436415219337
776,0.46831878100176355
777,0.47415857270713069
778,0.47919935559170856
779,0.48623509954674859
780,0.49442780386513763
781,0.50523216486295408
782,0.51077293580618066
783,0.51461742254106591
784,0.51745808911760072
785,0.5188529350857275
786,0.51847205298520638
