"Iteration: Iteration","Drag Coefficient Monitor: Force Coefficient"
200,1.2526503494912846
201,1.2447282406300517
202,1.242009030241789
203,1.2438688431185563
204,1.2515683283454302
205,1.2600419786896926
206,1.278809583022718
207,1.2979747496626322
208,1.3181009799350034
209,1.3357821100691105
210,1.3532372038077194
211,1.3678374766032042
212,1.3788180395323082
213,1.3852261713501979
214,1.3879712851396362
215,1.3867761588598906
216,1.3816017257830731
217,1.3687261544379496
218,1.3524242294924309
219,1.3347041093381686
220,1.315176567907903
221,1.296445299154678
222,1.2795874009337831
223,1.2650540689990626
224,1.2571340231232591
225,1.2545127522688044
226,1.257169837055806
227,1.2669766748238338
228,1.2773061249962163
229,1.2987184412900061
230,1.3187603114837421
231,1.3380124011919863
232,1.3553810102812707
233,1.3699823522469963
234,1.3809182363103807
235,1.3879382501731063
236,1.3905150517350846
237,1.3888272168053497
238,1.3813702669022292
239,1.3737504077077121
240,1.3614475105024864
241,1.3470679695894525
242,1.3238768942740227
243,1.3072983042151118
244,1.2947570587422836
245,1.285249516865294
246,1.2789299429484617
247,1.2779099171261337
248,1.2795396976332225
249,1.2837229670260897
250,1.290543019825104
251,1.2998955865787447
252,1.311961428936453
253,1.3255522667679935
254,1.3431113129168442
255,1.3556883540590381
256,1.3626159866998602
257,1.3645752613664635
258,1.3644627355663439
259,1.3622861390027785
260,1.3571387576671821
261,1.3495003595846424
262,1.3399840890986345
263,1.3288545319976666
264,1.316723805082247
265,1.3052656388643471
266,1.2945475453503286
267,1.28201453417839
268,1.2779917478776195
269,1.2748537438947287
270,1.2758256985904954
271,1.2793291412768422
272,1.2855901838694499
273,1.2940005030174184
274,1.303320131565129
275,1.313775258639559
276,1.3298727141814974
277,1.3411401898788886
278,1.3483101627291869
279,1.3515410768785832
280,1.3549419347364295
281,1.3550965577649663
282,1.3529201638428205
283,1.3478612973329869
284,1.3400818288745753
285,1.3299898200940641
286,1.3178631962529901
287,1.2997862789032009
288,1.2862398961218113
289,1.2762229411619623
290,1.2691730525333107
291,1.2668382607615958
292,1.2656584993327387
293,1.2669866435766217
294,1.2717549276174698
295,1.2791804650864365
296,1.2889670524517609
297,1.3013017046117281
298,1.3194441823440664
299,1.333695830487156
300,1.3439427305561296
301,1.3512874934136054
302,1.3565127636083585
303,1.35820921329539
304,1.3590829751846703
305,1.3574875322033173
306,1.3518681845107707
307,1.3431053006950926
308,1.3319340204472352
309,1.3187851323157329
310,1.2991525233696979
311,1.2848504705796413
312,1.2744336312759621
313,1.2686768261979633
314,1.2664865867149504
315,1.2660995821346748
316,1.2680702681978959
317,1.2728922448889843
318,1.2811337488827939
319,1.2953510559857859
320,1.3091468093405658
321,1.3226774415393461
322,1.3344645252203378
323,1.3443867816685691
324,1.3528211471942422
325,1.3576107874262509
326,1.358773449870095
327,1.3576309657970935
328,1.3543178074324114
329,1.3475227610304774
330,1.3371114068202654
331,1.3240951367040315
332,1.3057864377801935
333,1.2917848822458287
334,1.2807908384039635
335,1.2731715198627929
336,1.268418860601741
337,1.2668462196596817
338,1.2678183231371853
339,1.2710556360124212
340,1.2790351417587307
341,1.2863613497651272
342,1.3017833540280179
343,1.3164944910712677
344,1.3296577749550396
345,1.3421265960318067
346,1.3517641772358271
347,1.3586152034674588
348,1.3628917464544297
349,1.3631568592091787
350,1.360366678306171
351,1.356002666278993
352,1.3444777436562871
353,1.3347585895790137
354,1.3177658096311651
355,1.3025562817362413
356,1.2900869921294285
357,1.2803488139774069
358,1.2727711166370248
359,1.2691051146781493
360,1.2688756503418814
361,1.2712899707608258
362,1.2765882817189182
363,1.2876195088399001
364,1.2966803054816194
365,1.3127537453456808
366,1.3262904424104274
367,1.3381714465074002
368,1.3488861430286043
369,1.355973494608842
370,1.360304836362197
371,1.3612204157076795
372,1.3595465950575145
373,1.3556644723532907
374,1.3484674595104926
375,1.3379687063583052
376,1.325773695203097
377,1.3077301260474705
378,1.2938817938307712
379,1.2846319606427905
380,1.2782874325921045
381,1.2762038656572312
382,1.2750132340298519
383,1.2759416360334261
384,1.2792875739837126
385,1.2873812640934412
386,1.2944484265601117
387,1.3075884117796122
388,1.3207013398116507
389,1.3316569494221024
390,1.3407043647413521
391,1.3480131480708111
392,1.3531403108056721
393,1.3544553725036779
394,1.3532224214379325
395,1.3502474567356959
396,1.3434239525345977
397,1.3340026235975777
398,1.3226168271582519
399,1.3052261912689316
400,1.2921809823238479
401,1.2824882237055628
402,1.2757650944884211
403,1.2727867330128346
404,1.2697578810863175
405,1.2702129156918838
406,1.2730620173850931
407,1.2787856032579992
408,1.2896415062592934
409,1.2979797890832991
410,1.3126023048862139
411,1.3251963087054739
412,1.3356758877807966
413,1.3444495499310058
414,1.3497345209894513
415,1.3518642620361885
416,1.3524203555112935
417,1.3506394391109922
418,1.3437620925782747
419,1.3368512977720179
420,1.3268726747505348
421,1.3143002921162263
422,1.2960573150499055
423,1.2833400555691212
424,1.2750118354966686
425,1.2686928149948049
426,1.266582060276646
427,1.2658962116539965
428,1.2678158852458932
429,1.2725684747785331
430,1.2824765949289472
431,1.290431348042046
432,1.3052869532782607
433,1.3187167211415212
434,1.3309233027819878
435,1.3408545039974014
436,1.3482876956580623
437,1.3534846259533078
438,1.3547930573087454
439,1.3542193170934285
440,1.3512249587743099
441,1.3421575870772162
442,1.3339630657816555
443,1.3187342033095386
444,1.3044407848222039
445,1.2923046600689292
446,1.2815891180218881
447,1.274040643192871
448,1.2691452774428558
449,1.2679009263768553
450,1.2687332308546042
451,1.2716588047001987
452,1.2778161127422558
453,1.289255188993949
454,1.3014807290106474
455,1.3139140521084551
456,1.3266364200052378
457,1.3376079378077335
458,1.3470411993381299
459,1.3538417573526542
460,1.3562353974861725
461,1.3569805114348186
462,1.3548909456219813
463,1.3473108655384292
464,1.3399644458472142
465,1.328840810492302
466,1.3115859648505472
467,1.2971181575110828
468,1.285663678768969
469,1.2771201665526752
470,1.2715177827264801
471,1.2695385976446982
472,1.2688910690051247
473,1.2711509091258575
474,1.276053583000569
475,1.2869747346102369
476,1.294872384588976
477,1.3100714669622073
478,1.3236961571578409
479,1.3351081785101317
480,1.3448038284436215
481,1.3515572762332615
482,1.3555733404395436
483,1.3561165674207989
484,1.3544989534647047
485,1.3498537629694474
486,1.339669572490622
487,1.3313792943051008
488,1.3201253477243633
489,1.3022843617203466
490,1.2884593388105836
491,1.2785385654020993
492,1.2723358455733695
493,1.2690144561127961
494,1.2685433426279067
495,1.270573667741749
496,1.2741992685729127
497,1.282932225130559
498,1.2906608484254647
499,1.3042908454913169
500,1.3187651567031999
501,1.3304331182014013
502,1.339788470295223
503,1.3472821131339376
504,1.3521740750037308
505,1.3536768411581686
506,1.3532873537964765
507,1.3498599321876428
508,1.3437052049521621
509,1.3342312768707236
510,1.3232352370421283
511,1.3054012321634219
512,1.2918094599340546
513,1.2813581336978057
514,1.2738624108445227
515,1.2692402139819043
516,1.2681995405935382
517,1.2690543670347103
518,1.2718444320887503
519,1.2774026299309968
520,1.2886856086607401
521,1.2975318556627029
522,1.3127896956296574
523,1.3258533143940454
524,1.3369667162469798
525,1.3451012835119331
526,1.3515639653268012
527,1.3541741483419631
528,1.3550920164023037
529,1.3533403785627385
530,1.3483844007928545
531,1.3402714890278618
532,1.3293078313168372
533,1.3159933584607466
534,1.2977966528048082
535,1.2843529828187477
536,1.2751744430368304
537,1.2696291904819774
538,1.2681450472299873
539,1.267782144926753
540,1.269313642479146
541,1.2737538209597308
542,1.2840545173876583
543,1.2921529945092511
544,1.3072318405368357
545,1.3207146777720413
546,1.3333819748036138
547,1.3433893825533967
548,1.3509164080690923
549,1.3557482244309569
550,1.3568956908041998
551,1.3556508263320097
552,1.3520886204915425
553,1.3454159994262602
554,1.3353336829397373
555,1.3227186304174392
556,1.3042543905434794
557,1.2905849405354484
558,1.2787199524959227
559,1.2716021560608655
560,1.2689599535034619
561,1.2672073906318566
562,1.2681798221898251
563,1.2717969176487558
564,1.280923871624579
565,1.2884812506753027
566,1.3030966251420286
567,1.3169790489026256
568,1.3292422583212113
569,1.340052129213211
570,1.3483021362954919
571,1.3542980256942294
572,1.3574890309730432
573,1.3573057048198638
574,1.3544899739705885
575,1.3484054553729692
576,1.3394599229166129
577,1.3282459038349492
578,1.3158104264929531
579,1.2969944852925037
580,1.2841631437092615
581,1.2752629826044948
582,1.2697425542491003
583,1.2684589803964661
584,1.2687585648846993
585,1.2711983646940905
586,1.2768731446094381
587,1.2878604367799307
588,1.2962295437613554
589,1.3122027254781212
590,1.3261795895349286
591,1.3376490467492124
592,1.3472760677662661
593,1.3535341296653922
594,1.357246119803424
595,1.3579397145824668
596,1.3561763863206586
597,1.3521858413357069
598,1.3447787005511942
599,1.3347446671074139
600,1.3221632191167334
601,1.3032274958678731
602,1.2890258410323649
603,1.2789160349206041
604,1.2722303046744017
605,1.2700546531406838
606,1.2687684580149559
607,1.2701398294695689
608,1.2743840125105388
609,1.2841696123243986
610,1.2920382637065688
611,1.306560844012395
612,1.3210360367163894
613,1.3330222567775998
614,1.3430038822107833
615,1.350512704678076
616,1.3559470927385324
617,1.3574743244845942
618,1.3573216713815228
619,1.3545994571867257
620,1.3484117300676171
621,1.3390286918559653
622,1.3268454219380417
623,1.3086383690792653
624,1.294061507637841
625,1.2827767516604471
626,1.275025988463939
627,1.2717312264900666
628,1.2685767183402088
629,1.2684676837562596
630,1.2712065863733084
631,1.279195801932892
632,1.2860113266444173
633,1.2967113352381594
634,1.3133326226330968
635,1.3272010306859536
636,1.3389121370833779
637,1.3479512749416684
638,1.3541077237714312
639,1.3575039372325803
640,1.3574980151267904
641,1.3551719634899877
642,1.350870868010976
643,1.3435509450410437
644,1.3328102791001235
645,1.3202823782295061
646,1.3009955792189059
647,1.2867650517681386
648,1.2777153465645441
649,1.2718430770847964
650,1.2696788829869947
651,1.2685889552945782
652,1.2700065850454454
653,1.2744002915049093
654,1.2843699533950961
655,1.292247001775676
656,1.3034493447024784
657,1.3213155282980269
658,1.3342362158226544
659,1.3446445631066857
660,1.3516119607200416
661,1.3545538815023965
662,1.357575965396395
663,1.3568881130832942
664,1.3537484729848022
665,1.3475673386006697
666,1.3383704042144835
667,1.3264509743103998
668,1.3082426356012655
669,1.2938707486139118
670,1.2825884312118383
671,1.2743142094399764
672,1.2690352620847425
673,1.2674204763349113
674,1.2682219709168714
675,1.2711077273071583
676,1.2790893959742553
677,1.2858063359148724
678,1.2961204551209244
679,1.3141092157365668
680,1.3274984416301312
681,1.3390296132154584
682,1.3473360155629366
683,1.3533884795892497
684,1.3559591336085326
685,1.3572991887823795
686,1.355964970211095
687,1.3517234971139898
688,1.3438440503537294
689,1.3330589700475144
690,1.3202597988155558
691,1.3013992012244984
692,1.2869261959510909
693,1.2776459368845055
694,1.2708102665820915
695,1.2686482404438988
696,1.2675244473313312
697,1.269195415524526
698,1.2734937838333229
699,1.2832217914637405
700,1.2914820064767714
701,1.3025817315260162
702,1.318953796531084
703,1.3326572982102791
704,1.3432505971923367
705,1.3506654360243655
706,1.3558039133858961
707,1.3572574167148583
708,1.3566241343116292
709,1.3537097812912831
710,1.3479458199349315
711,1.339074008438691
712,1.3274891566288503
713,1.308523900734746
714,1.2941877722701445
715,1.28328279277178
716,1.2756735938592911
717,1.2698802138253282
718,1.2680301190242249
719,1.2676908256660435
720,1.2699185322694326
721,1.2759960925357583
722,1.287096116886733
723,1.2958259980001097
724,1.3108093725617189
725,1.3243687059355214
726,1.3362408042733613
727,1.3456536741532701
728,1.3524464598392005
729,1.3566644537374073
730,1.3575164149881602
731,1.356152958695592
732,1.351828560685651
733,1.3445311854982647
734,1.334813941595816
735,1.3222441751361578
736,1.3031676907749565
737,1.2893998032677891
738,1.2788957458016605
739,1.2714983311742707
740,1.2688618808869225
741,1.2673566445553228
742,1.2683986001175376
743,1.2722300003923235
744,1.2814878909485214
745,1.28899174761544
746,1.3038043535802051
747,1.3173626498746529
748,1.3303084837123018
749,1.3405166510229327
750,1.3492538710667388
751,1.3549896756207591
752,1.3583331290865239
753,1.3580945201884973
754,1.3552638669248311
755,1.3494879307794296
756,1.3405288137441023
757,1.329605032168456
758,1.3122316064617188
759,1.2977272965752293
760,1.285812000729188
761,1.2768133883193442
762,1.2699198124688107
763,1.2676751004430205
764,1.2675699723506648
765,1.2694864576915283
766,1.2760606144431257
767,1.2827926210084859
768,1.2960895822273875
769,1.3095112116243053
770,1.322711273838141
771,1.3341558777305058
772,1.3437383717622533
773,1.3512180408691639
774,1.3564727316877729
775,1.3575773532207491
776,1.3566839732319012
777,1.3517287085804066
778,1.3460858610145268
779,1.3371311211850618
780,1.3252243016171323
781,1.3064378096823326
782,1.2913394504302778
783,1.2811532943552784
784,1.2737630912685456
785,1.2693975832903246
786,1.2686355190299519
